combinacion,accuracy,f1,precision,recall
('volatile_acidity', 'chlorides', 'free_sulfur_dioxide', 'alcohol'),0.5289940828402366,0.4904073728916818,0.4829946107706292,0.5289940828402366
('volatile_acidity', 'chlorides', 'total_sulfur_dioxide', 'density'),0.48520710059171596,0.4252169980053247,0.4374438055289162,0.48520710059171596
('volatile_acidity', 'chlorides', 'total_sulfur_dioxide', 'pH'),0.47928994082840237,0.4089813620177992,0.41512405034738764,0.47928994082840237
('volatile_acidity', 'chlorides', 'total_sulfur_dioxide', 'sulphates'),0.4840236686390533,0.4158225889992673,0.41012131347108416,0.4840236686390533
('volatile_acidity', 'chlorides', 'total_sulfur_dioxide', 'alcohol'),0.5313609467455621,0.4938583972424369,0.484113291776532,0.5313609467455621
('volatile_acidity', 'chlorides', 'density', 'pH'),0.5005917159763313,0.4412248339436062,0.47427588103693785,0.5005917159763313
('volatile_acidity', 'chlorides', 'density', 'sulphates'),0.48994082840236686,0.43002221807191965,0.4382255902265876,0.48994082840236686
('volatile_acidity', 'chlorides', 'density', 'alcohol'),0.5360946745562131,0.4981092509724294,0.4890653539522318,0.5360946745562131
('volatile_acidity', 'chlorides', 'pH', 'sulphates'),0.47218934911242605,0.3890156660098512,0.44329472074317433,0.47218934911242605
('volatile_acidity', 'chlorides', 'pH', 'alcohol'),0.5349112426035503,0.4994245973096824,0.48989756953970637,0.5349112426035503
('volatile_acidity', 'chlorides', 'sulphates', 'alcohol'),0.5408284023668639,0.5028468535275981,0.4945407083681437,0.5408284023668639
('volatile_acidity', 'free_sulfur_dioxide', 'total_sulfur_dioxide', 'density'),0.4840236686390533,0.41659666181364996,0.4260717360271122,0.4840236686390533
('volatile_acidity', 'free_sulfur_dioxide', 'total_sulfur_dioxide', 'pH'),0.4757396449704142,0.3923336894537013,0.35777072910333696,0.4757396449704142
('volatile_acidity', 'free_sulfur_dioxide', 'total_sulfur_dioxide', 'sulphates'),0.4840236686390533,0.3998998091650664,0.3645159355537581,0.4840236686390533
